gene_id	biotype	product
WBGene00232853	protein_coding	cation diffusion facilitator family transporter containing protein
WBGene00229490	protein_coding	NA
WBGene00224882	protein_coding	RNA binding protein, putative
WBGene00227638	protein_coding	Hypothetical 19.4 kDa protein ZC395.10 in chromosome III, putative
WBGene00234324	protein_coding	Dynein light chain 1, cytoplasmic, putative
WBGene00226550	protein_coding	ARP2\/3 complex 34 kDa subunit, putative
WBGene00225319	protein_coding	Sodium:neurotransmitter symporter family protein
WBGene00225318	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00234027	protein_coding	kinase, mitochondrial precursor, putative
WBGene00222319	protein_coding	germline helicase protein 1, putative
WBGene00235005	protein_coding	NA
WBGene00227771	protein_coding	RIKEN cDNA 2010309E21, putative
WBGene00227766	protein_coding	FHA domain containing protein
WBGene00222036	protein_coding	Histidine acid phosphatase family protein
WBGene00221483	pseudogene	NA
WBGene00226924	protein_coding	conserved hypothetical protein
WBGene00234249	protein_coding	TFIIH basal transcription factor complex p44 subunit, putative
WBGene00225308	protein_coding	Kinesin motor domain containing protein
WBGene00229491	protein_coding	NA
WBGene00268544	protein_coding	NA
WBGene00229492	protein_coding	NA
WBGene00231526	protein_coding	CAP-Gly domain containing protein
WBGene00224612	protein_coding	mitochondrial chaperone BCS1, putative
WBGene00220696	protein_coding	NA
WBGene00234992	protein_coding	NA
WBGene00229965	protein_coding	NA
WBGene00228776	protein_coding	NA
WBGene00222273	protein_coding	NA
WBGene00222274	protein_coding	DEAD\/DEAH box helicase family protein
WBGene00236679	snoRNA	NA
WBGene00225900	protein_coding	Succinate dehydrogenase cytochrome b560 subunit, mitochondrialprecursor, putative
WBGene00234929	protein_coding	Apoptosis regulator proteins, Bcl-2 family protein
WBGene00225901	protein_coding	Apoptosis regulator proteins, Bcl-2 family protein
WBGene00227032	protein_coding	conserved hypothetical protein
WBGene00229966	protein_coding	NA
WBGene00222243	protein_coding	Nematode astacin protease 4, putative
WBGene00231465	protein_coding	DNA repair and recombination protein radA, putative
WBGene00222736	protein_coding	conserved hypothetical protein
WBGene00235501	snRNA	NA
WBGene00268545	protein_coding	NA
WBGene00268546	protein_coding	NA
WBGene00223097	protein_coding	Protein-tyrosine phosphatase 1, putative
WBGene00236700	miRNA	NA
WBGene00225622	protein_coding	NA
WBGene00224583	protein_coding	Protein kinase domain containing protein
WBGene00225255	protein_coding	Major Facilitator Superfamily protein
WBGene00229972	protein_coding	NA
WBGene00233709	protein_coding	NA
WBGene00229973	protein_coding	oxidoreductase, short chain dehydrogenase\/reductase family protein
WBGene00229974	protein_coding	HISTIDINE-RICH TRANSPORTER TRANSMEMBRANE PROTEIN, putative
WBGene00233710	protein_coding	NA
WBGene00225304	protein_coding	von Willebrand factor type A domain containing protein
WBGene00233519	protein_coding	NA
WBGene00229975	protein_coding	haloacid dehalogenase-like hydrolase family protein
WBGene00229976	protein_coding	HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein
WBGene00224966	protein_coding	tRNA-specific adenosine deaminase 2, putative
WBGene00226705	protein_coding	Rab5 GDP\/GTP exchange factor, putative
WBGene00227408	protein_coding	CD36 family protein
WBGene00221554	protein_coding	NA
WBGene00234377	protein_coding	MGC79568 protein, putative
WBGene00222550	protein_coding	Helix-loop-helix DNA-binding domain containing protein
WBGene00228010	protein_coding	NA
WBGene00228009	protein_coding	NA
WBGene00232284	protein_coding	NA
WBGene00225697	protein_coding	haloacid dehalogenase-like hydrolase family protein
WBGene00227257	protein_coding	GDP dissociation inhibitor family protein
WBGene00229980	protein_coding	Ubiquitin carboxyl-terminal hydrolase family protein
WBGene00224797	protein_coding	Histone H3.3, putative
WBGene00229981	protein_coding	NA
WBGene00227899	protein_coding	vacuolar protein sorting 29, putative
WBGene00224376	protein_coding	astacin protease 7, putative
WBGene00223574	protein_coding	astacin protease 7, putative
WBGene00233985	protein_coding	Ubiquitin-conjugating enzyme family protein
WBGene00229983	protein_coding	NA
WBGene00229984	protein_coding	NA
WBGene00232823	protein_coding	NA
WBGene00227243	protein_coding	MIT domain containing protein
WBGene00227242	protein_coding	Proteasome activator pa28 beta subunit family protein
WBGene00229986	protein_coding	NA
WBGene00226944	protein_coding	Protein-tyrosine phosphatase containing protein
WBGene00226709	protein_coding	0rigin recognition complex subunit 1, putative
WBGene00268547	protein_coding	NA
WBGene00234847	tRNA	NA
WBGene00223096	protein_coding	nuclear hormone receptor family member nhr-6, putative
WBGene00222254	protein_coding	Cam kinase kinase protein 1, isoform a, putative
WBGene00226476	protein_coding	MGC81364 protein, putative
WBGene00228380	protein_coding	ubiquitin-protein ligase E3A, putative
WBGene00233831	protein_coding	Nematode astacin protease 7, putative
WBGene00229994	protein_coding	NA
WBGene00229993	protein_coding	homeobox domain containing protein
WBGene00229992	protein_coding	NA
WBGene00229991	protein_coding	NA
WBGene00226676	protein_coding	conserved hypothetical protein
WBGene00226628	protein_coding	PSP family protein
WBGene00225477	protein_coding	Pre-SET motif family protein
WBGene00227869	protein_coding	cuticle collagen 2 precursor, putative
WBGene00229990	protein_coding	cuticle collagen 2 precursor, putative
WBGene00234186	protein_coding	DNA mismatch repair protein MutL containing protein
WBGene00224728	protein_coding	Patched family protein
WBGene00229989	protein_coding	hypotetical protein, conserved
WBGene00227772	protein_coding	FG-GAP repeat family protein
WBGene00222246	protein_coding	Ribonucleases P\/MRP protein subunit POP1 containing protein
WBGene00222247	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00225776	protein_coding	platelet-activating factor acetylhydrolase IB alpha subunit, putative
WBGene00229988	protein_coding	Rad9 family protein
WBGene00227261	protein_coding	acetyltransferase, GNAT family protein
WBGene00223975	protein_coding	EB module family protein
WBGene00229987	protein_coding	KH domain containing protein
WBGene00227604	protein_coding	cyclic-nucleotide-gated cation channel, putative
WBGene00225511	protein_coding	NA
WBGene00222581	protein_coding	40S ribosomal protein S3, putative
WBGene00233347	protein_coding	NA
WBGene00232622	protein_coding	Integrin alpha ina-1 precursor, putative
WBGene00227783	protein_coding	Homeobox domain containing protein
WBGene00222074	protein_coding	TPR Domain containing protein
WBGene00234237	protein_coding	Pre-mRNA cleavage complex II protein Clp1, putative
WBGene00222174	protein_coding	isovaleryl-CoA dehydrogenase, putative
WBGene00223578	protein_coding	NA
WBGene00230312	protein_coding	NA
WBGene00221999	protein_coding	NA
WBGene00224316	protein_coding	RAS-related protein F43D9.2, putative
WBGene00223734	protein_coding	Def8 protein, putative
WBGene00223339	protein_coding	Arsenite-resistance protein 2 containing protein
WBGene00224606	protein_coding	Transcription initiation protein SPT4 homolog 1, putative
WBGene00225645	protein_coding	P120, putative
WBGene00222427	protein_coding	MOFRL family protein
WBGene00234856	tRNA	NA
WBGene00234857	tRNA	NA
WBGene00227549	protein_coding	conserved hypothetical protein
WBGene00268548	protein_coding	NA
WBGene00227550	protein_coding	Transcription initiation factor IIA, gamma subunit, helical domain containing protein
WBGene00234333	protein_coding	Transcription initiation factor IIA, gamma subunit, helical domain containing protein
WBGene00230308	protein_coding	NA
WBGene00222745	protein_coding	potassium voltage-gated channel subfamily H member 6 , putative
WBGene00226252	protein_coding	SWIB\/MDM2 domain containing protein
WBGene00231593	protein_coding	Initiation factor 2 subunit family protein
WBGene00230306	protein_coding	NA
WBGene00230305	protein_coding	NA
WBGene00225585	protein_coding	RNA binding protein, putative
WBGene00268550	protein_coding	NA
WBGene00225841	protein_coding	fructose-bisphosphate aldolase 1, putative
WBGene00230303	protein_coding	NA
WBGene00230302	protein_coding	NA
WBGene00227717	protein_coding	UBX domain containing protein
WBGene00224799	protein_coding	Helix-loop-helix DNA-binding domain containing protein
WBGene00227398	protein_coding	conserved hypothetical protein
WBGene00226716	protein_coding	NA
WBGene00228455	protein_coding	Hypothetical 48.3 kDa protein in MOB1-SGA1 intergenic region, putative
WBGene00223138	protein_coding	Histone H2A, putative
WBGene00268551	protein_coding	NA
WBGene00222732	protein_coding	integrin-linked kinase, putative
WBGene00231501	protein_coding	CG8232-PA, putative
WBGene00222669	protein_coding	GTP-binding\/GTP1\/OBG domian containing protein
WBGene00234073	protein_coding	helicase, putative
WBGene00227272	protein_coding	Zinc finger, C2H2 type family protein
WBGene00227556	protein_coding	SNF2 family N-terminal domain containing protein
WBGene00220759	protein_coding	NA
WBGene00227872	protein_coding	Integrin beta pat-3 precursor, putative
WBGene00230301	protein_coding	NA
WBGene00226137	protein_coding	NADH-ubiquinone oxidoreductase 23 kDa subunit, mitochondrial precursor, putative
WBGene00226517	protein_coding	5-azacytidine resistance protein azr1, putative
WBGene00222231	protein_coding	WD-repeat protein 37, putative
WBGene00224145	protein_coding	C2 domain containing protein
WBGene00230300	protein_coding	NA
WBGene00234127	protein_coding	Ubiquinone biosynthesis methyltransferase ZK652.9, putative
WBGene00230299	protein_coding	NA
WBGene00232472	protein_coding	NA
WBGene00230298	protein_coding	NA
WBGene00223886	protein_coding	Rhomboid family protein
WBGene00223044	protein_coding	Hypothetical 13.5 kDa protein C45G9.7 in chromosome III, putative
WBGene00230297	protein_coding	NA
WBGene00230296	protein_coding	NA
WBGene00227350	protein_coding	6-phosphofructokinase, putative
WBGene00230295	protein_coding	NA
WBGene00230439	protein_coding	Cuticle collagen sqt-1, putative
WBGene00221146	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00234058	protein_coding	Probable clathrin heavy chain, putative
WBGene00226618	protein_coding	flavodoxin family protein
WBGene00231539	protein_coding	NA
WBGene00226620	protein_coding	double-strand break repair protein mre-11, putative
WBGene00227628	protein_coding	double-strand break repair protein mre-11, putative
WBGene00227589	protein_coding	putative salt tolerance protein
WBGene00230438	protein_coding	Conserved hypothetical protein, putative
WBGene00227722	protein_coding	Hypothetical UPF0028 protein ZK370.4 in chromosome III, putative
WBGene00230437	protein_coding	pfAARP2 protein, putative
WBGene00233457	protein_coding	NA
WBGene00230019	protein_coding	RNA binding protein, putative
WBGene00230018	protein_coding	NA
WBGene00230017	protein_coding	NA
WBGene00226714	protein_coding	ubiquitin-protein ligase UBE3B, putative
WBGene00236659	snoRNA	NA
WBGene00226713	protein_coding	conserved hypothetical protein
WBGene00234170	protein_coding	small nuclear ribonucleoprotein E, putative
WBGene00234095	protein_coding	GPI-anchor transamidase, putative
WBGene00223390	protein_coding	NA
WBGene00268552	protein_coding	NA
WBGene00226661	protein_coding	NA
WBGene00223008	protein_coding	NA
WBGene00268553	protein_coding	NA
WBGene00227547	protein_coding	Viral A-type inclusion protein repeat containing protein
WBGene00227104	protein_coding	NA
WBGene00222033	protein_coding	NA
WBGene00234295	protein_coding	cytochrome-c oxidase, putative
WBGene00227328	protein_coding	NADH-ubiquinone oxidoreductase subunit B14.5b, putative
WBGene00227341	protein_coding	conserved hypothetical protein
WBGene00230011	protein_coding	NA
WBGene00222332	protein_coding	NA
WBGene00230009	protein_coding	NA
WBGene00222331	protein_coding	homeobox domain containing protein
WBGene00228481	protein_coding	conserved hypothetical protein
WBGene00227555	protein_coding	UDP-Glc\/Gal endoplasmic reticulum nucleotide sugar transporter, putative
WBGene00233952	protein_coding	Periodic tryptophan protein 2 homolog, putative
WBGene00224907	protein_coding	CG11202-PA, putative
WBGene00268554	protein_coding	NA
WBGene00235487	miRNA	NA
WBGene00225638	protein_coding	Homeobox domain containing protein
WBGene00228698	protein_coding	NA
WBGene00235659	miRNA	NA
WBGene00220454	protein_coding	NA
WBGene00228867	protein_coding	NA
WBGene00222316	protein_coding	ATP dependent DNA ligase C terminal region family protein
WBGene00226523	protein_coding	Williams-Beuren syndrome chromosome region 16 protein, putative
WBGene00225473	protein_coding	LMBR1-like conserved region family protein
WBGene00220502	protein_coding	NA
WBGene00229080	protein_coding	NA
WBGene00223038	protein_coding	IQ calmodulin-binding motif family protein
WBGene00227259	protein_coding	RE40412p, putative
WBGene00223396	protein_coding	fructose-bisphosphate aldolase 2, putative
WBGene00224889	protein_coding	ubiquitin, putative
WBGene00222166	protein_coding	ShTK domain containing protein
WBGene00233976	protein_coding	Serine\/threonine protein phosphatase C34C12.3 in chromosomeIII, putative
WBGene00222827	protein_coding	GrpE protein homolog, mitochondrial precursor, putative
WBGene00225793	protein_coding	ribosomal protein L16 containing protein
WBGene00225794	protein_coding	conserved hypothetical protein
WBGene00269345	protein_coding	NA
WBGene00223365	protein_coding	conserved hypothetical protein
WBGene00229618	protein_coding	BED zinc finger family protein
WBGene00220625	protein_coding	NA
WBGene00268555	protein_coding	NA
WBGene00223042	protein_coding	tRNA-dihydrouridine synthase 4, putative
WBGene00224146	protein_coding	Potential global transcription activator SNF2L, putative
WBGene00222572	protein_coding	linker histone H1 and H5 family protein
WBGene00235474	ncRNA	NA
WBGene00223686	protein_coding	histone H3, putative
WBGene00235051	protein_coding	NA
WBGene00227911	protein_coding	histone H2A, putative
WBGene00235475	ncRNA	NA
WBGene00223467	protein_coding	histone H2B 2, putative
WBGene00235663	ncRNA	NA
WBGene00224373	protein_coding	histone H4, putative
WBGene00235595	ncRNA	NA
WBGene00224510	protein_coding	1300013D05Rik protein, putative
WBGene00232859	protein_coding	NA
WBGene00222344	protein_coding	NA
WBGene00229616	protein_coding	transcriptional activator RF2a, putative
WBGene00268556	protein_coding	NA
WBGene00229615	protein_coding	NA
WBGene00225331	protein_coding	NA
WBGene00227871	protein_coding	NA
WBGene00226828	protein_coding	iron-sulfur cofactor synthesis protein IscU, putative,NifU-like protein, putative
WBGene00255654	miRNA	NA
WBGene00221492	protein_coding	NA
WBGene00223829	protein_coding	F25C8.3 protein, putative
WBGene00222236	protein_coding	Serine\/threonine-protein kinase C05D10.2 in chromosome III, putative
WBGene00234362	protein_coding	NA
WBGene00229138	protein_coding	NA
WBGene00220511	protein_coding	NA
WBGene00224539	protein_coding	NA
WBGene00236573	miRNA	NA
WBGene00236572	snoRNA	NA
WBGene00226867	protein_coding	NA
